post_time,post_id,message
5/9/2018 15:41,163cfdfb81b59e7b95d4b355698c54f7,I don't if i fit in this world but i got find what i can do with my life i choiceing to become a marine i don't know what this will do me but i will know sooner then latter I'm scared to death i just lost the only place i have to stay in all most of of money i need help but i know no one will help me i don't get help in this world i wish my life would just change and i could be loved and liked i don't understand what i did wrong
5/9/2018 15:41,34e4a76ee6668ad8c658a91992a0a472,PICK 6!!!!!!!!! LETS FUCKING GOOOOO
5/9/2018 15:41,5be506fe44aff677c6eeb01cd421b260,To those of you I haven't really talked to or met wanna hmu on messenger  for a vid call
5/9/2018 15:41,37c4b7c241a73bdde470c5dd5fa83ee8,30 hours without smoking a cigarette I really hope I can keep this up
5/9/2018 15:41,5dd56659f990d1e0bb9abb090f5ba7c7,Posted with the squad. Smh
5/9/2018 15:41,3564c8425e1a9b4cce2ea6d784abdd6d,I am Deviated
5/9/2018 15:41,79a861e0ab3d9d6717ccd7b55a9cb7a1,Feeling thankful. So thankful. For Michael but especially Joseph... And his family. His mother really I'm so sorry I lost that pack I got another
5/9/2018 15:41,3fc6810550269c5102a54d2b377bec14,I miss my dude like i miss my whiskeys
5/9/2018 15:41,5f9a12588a1ec309aa2d10b11a90344c,haven't seen this for years hahaha
5/9/2018 15:46,8ea81e4e5f603f5a9e10cd228eef0f6b,Olivia Leigh Vanderhoof
5/9/2018 15:46,2b2685c10c8a6b887b22002d9c6990a8,Im that micro in a macro world..could i really be heard? Could my presence be influential across the globe? Am i a cosmic/celestial being? - #dyamun #solscript
5/9/2018 15:41,0c0b6ba23d217333884adb4cf8aa5aa0,move over billy joel😂😂😂im coming for my house
5/9/2018 15:41,df9a7170d64ae4bb90e2e929f82c8b1a,Straight talk be straight be pissing me off
5/9/2018 15:41,ff57b1ee442856f85201e28ed84a4b11,Fuck that shit I have my necessity shit covered... My focus is on my stuff I ain't worried about the clothes etc.. I'm just gonna save money and hope I find a vehicle after two checkssaved... Js
5/9/2018 15:41,6aaf122f75cd94a68e9e8a9844877bf7,I'm too frustrated for this shit
5/9/2018 15:41,88af31243c3181a577d8dc86abaaeaa6,At the library ✌
5/9/2018 15:46,1fcfa179bf9943d3e76f9af32b4a3096,😂😂😂😂
5/9/2018 15:41,4cdc1ef4f9d1754775eef95ae032118a,For real tho ain helping yall
5/9/2018 15:41,81b303d0b4766d9282967602ff4574fb,😒
5/9/2018 15:41,c279d6536f8070048a759a1f7b839c52,Marshawn Lynch retired. Kobe Bryant Retired. Barack Obama leaving office this year<CM> damn man.. We're fucked more than we thought. 😂😭
5/9/2018 15:41,caf16a6bee0722a06bb488ab400f7201,//pieces of poems I have yet to write//<NL>#wip
5/9/2018 15:41,b144895328252ca55690b6bf882e63f3,In 2017<NL> Even the babies are gonna be selling weed fucking stoners lol
5/9/2018 15:41,d86f7b05f6f3770696013bfc04ebb87f,My mf'n birthday.
5/9/2018 15:41,6d3033417ed304757e29106845be5e9d,That moment when all you wanna do is cry
5/9/2018 15:41,c7d1eadc20ee26a4505bf49c3f4a23c1,That's my baby and my everything I love you baby cant wait!
5/9/2018 15:41,d64bcaf927a98c72cd4aa93acfe808cc,Yeah yeah yeah yeah
5/9/2018 15:41,864e26d829bc3a804f715e0dc17c436f,Donald dick Trump ass
5/9/2018 15:41,4ee8c6666758245d9f75408c934e5f96,About an hour and a half away from where I live 👻
5/9/2018 15:41,83cd05d2ff6c818a20e3c524c9961a9e,Can't sleep so f****** bored no one wants to hang out
5/9/2018 15:41,10f4bb3cf3b60aa5515f5569c549fd94,AGAINST ALL ODDS.
5/9/2018 15:41,747a63d95c1a2ae11e195f302d395e1a,Pop is invited to ALL THE BLACK COOKOUTS
5/9/2018 15:41,fd51b77bfacc5fa8d55c6a31aec974c2,I do wish Payne would be taken seriously<CM> truth be told.
5/9/2018 15:41,2ace4e80347b41c3e8f2b6c4c10cc2a2,spencer isn't spencer without _____?
5/9/2018 15:41,fa968303823daa261040f74eaa5b4fe2,Hard work 👊👊
5/9/2018 15:41,1d477c086c518be2a780a24668e35bcb,You think after this long<CM> you'd be used to being nothing more then an afterthought.
5/9/2018 15:41,8d27fd0b6ab7aed5b4cea0a39b54ed08,Hell ya anyday
5/9/2018 15:41,ce93ea6a21f7d2a2f6c538e3ce93cd72,Memory lane
5/9/2018 15:41,d0a2ad819eccf334f121c223730c5c5a,Happy new years!!! <NL>Turn up hoe!!!<NL>#2017
5/9/2018 15:41,0e4e763c322cd7e08a1ce3769962ad06,Snapchat filters.... Some people abuse them. I'll just leave it at that😁
5/9/2018 15:41,992ccb062e21784ce4a2381364f59e91,Im a Android cold blood pumpin threw my steel heart
5/9/2018 15:41,0c4abc4b3fdd67d9abbaab7bb7656370,I'd kill someone
5/9/2018 15:46,538f9c5c77fcfa1f1af024721fe49b69,She looks like Steve Briskin up there
5/9/2018 15:41,4986b535061d30255847e7fb803c38d5,Lol baby
5/9/2018 15:41,1d9a4ea6c1813da46725264c275d7918,💋You should know you're beautiful the way you are💕💍 You don't have to change a single thing the world should change its heart👑💞
5/9/2018 15:41,f4f76a826d88edfe675ad31c3d90555b,July 5th Wya pimp? I'm ready for my Jordan year already😂
5/9/2018 15:41,22d3d1353c3e835f27caa4e60c73cc43,‪Walmart Employees Be Everywhere Except At A Fucking Cash Register  😡‼️
5/9/2018 15:41,fb9eeae6e199d26802a9571919d11f8d,Lonzo Ball to the bulls???🤔
5/9/2018 15:41,7daeefd0681f80a9635942225a49c62f,Going to Colorado Springs today✌. #ColoradoSprings
5/9/2018 15:41,ded1f9eb16ba5a4ddec5368da9373134,Me af
5/9/2018 15:41,190e52c174a0ce71dfc8807774a3c39e,Ima do that 2 Rowans
5/9/2018 15:46,0c768e8d894b950d6cb362634010b006,Runik Moon
5/9/2018 15:41,56f05630f9e29831659cacba159abef2,I got some gas anyone wanna chill today ?
5/9/2018 15:41,45dce5cadd3f44b6a6665701acf896a6,#NowPlaying The A Team by Ed Sheeran
5/9/2018 15:41,0cd6566c8bc1608b5ca8a24bf5bea1b7,This is actually really sad ;-;
5/9/2018 15:41,7937ffef0d8ece73eaa954625d255bff,I think this is the real one
5/9/2018 15:41,c8193b37c5a81ee8a5a72848170fc94f,When she says she hates her smile. I LOVE IT🌹
5/9/2018 15:46,29ffa4593095074033dababe0a33b63a,Yall why is this me
5/9/2018 15:41,f032be0263206d9aa522f993e6021614,My favorite corner is adding up beautifully
5/9/2018 15:41,992e4940105a5a49b695c3f463b55158,Tattoos behind the ear. Who got em?? & how it feel?
5/9/2018 15:41,4c6fd5b1f61ddc12e1b9a2b2413c35a9,Hey friends<CM> what music should I listen to today?
5/9/2018 15:41,5753e476909d9af04db36ade75563981,My baby looks so serious driving lol!<NL>                     ⬇⬇⬇⬇⬇⬇
5/9/2018 15:41,0d6f82cd4b09f2463c48adeafb3bf7d9,Life is easly borning but at least i am working to make it intersting each day
5/9/2018 15:41,3a0aca300fdd31c04643300ab46e4814,does anyone on my friends list even rp?
5/9/2018 15:41,6cb12d63aca815caa3af3f1381e0ab7d,This whole life isn't fair thing is not fair
5/9/2018 15:41,bba457a14e00eecd25828983e47f09ac,You Not A Stoner If Weed Ain't Make You Slow G 😂💯 Had To Cut Down Ofn . Cos I Knew I Was Smarter Then That Shit
5/9/2018 15:41,d1a017e7f5be12c6f9dfee08a8a0e540,Deion Mason sounds like you hahahaha
5/9/2018 15:41,f3177bae51eefc0e834bc52770886a12,im glad to be out of mississippi
5/9/2018 15:41,a8eb17621821c3d97345c94648286652,Man this song reminds me of my old teacher in Austin<CM> Texas. The teacher that helped me when he found out my guardian was abusing me<CM> he was there when I had my bad days and needed someone to talk to. I remember the first and last Chris I had at school with this teacher he buried a present in the school ground and let me use the old type gps to find the present. That was a good elementary teacher. #bestfriend
5/9/2018 15:41,350d45d6bd8fce3e6c096b24551764d1,About to go to the spot
5/9/2018 15:41,07263733da580220c2ee4e4d38a56b48,Never thought of it that way
5/9/2018 15:41,e0c3697ef17eb818b31aaf08aa5f084d,It's too early to be awake... Smh
5/9/2018 15:41,99b12e5eb0d9aa8bed67b5dac01df2d8,For the thrills. 💯
5/9/2018 15:41,01d0a9e249359086ab65c9c2fb2d491f,Imma get that Grammy sonn. Fuck your magazine.
5/9/2018 15:41,bfeaf94e8e75e3bea554c8fecbcb3a20,Kool Kelly
5/9/2018 15:46,0f4ca28891644ec458c3223ac802c6fc,I'm 23 and enchanting 😘😂
5/9/2018 15:41,a7e258321fe2cade6f444df1ca6fa28c,Hard to keep working with an empty stomach especially watching other people eat some bomb ass food
5/9/2018 15:41,3594d2f2547c92ba8acfe9ea77cba298,Makes sense 😀😂😂😂
5/9/2018 15:41,02b21718da268229374f8d82ed7611ef,Years of Rockin don't mean shit😊
5/9/2018 15:41,09180830df574ef8849fc232de50a600,no matter how high i get you're the only thing on my mind.
5/9/2018 15:41,0cf9d9626ef220217c14f4178a16d1a9,Julissa N MaryJane
5/9/2018 15:41,904e6c48da4879f401267edff6cb6708,The sky is blue
5/9/2018 15:41,ec8686596a4c1be2e23e5dd352fd6a9b,Hahaha. Shane Gomez
5/9/2018 15:41,d997d494947ebca3a9de9dad1d7fd72e,Yassss omg❤😍❤😍
5/9/2018 15:41,ab79f38074f0bec8c1bcf11d2189831a,Smoking weed<CM> swimming<CM> trxlling religious ppl on fb
5/9/2018 15:41,c5019e875a89793fd168793a78e79416,Great.
5/9/2018 15:41,94c214fcf7f255522ad6ca80039e8582,Everytime I listen to CR5 I get even more pissed they killed chinx 🤦🏽‍♂️
5/9/2018 15:41,b52186f5c4c0202a348a3a879f65fddf,One Thing I Never Been . <NL>MESSY 🤦🏽‍♀️😩🖖🏽
5/9/2018 15:41,d1c8328982cd9a33664e189ee0b46cfc,Would you like to bring the recording studio to your crib for the low price of charging me for rent? You decide<CM> otherwise I'm going to get rich and you're going to miss opportunities
5/9/2018 15:41,e6b07062eb96575968c6b785d04c3140,Really not for the shit Like ice is real thin today...👿
5/9/2018 15:41,3a02fd8a313f36b3696de8ea70641ccf,Who's Hiring LOL hmu
5/9/2018 15:41,1ccb2e0e02949cfb1911992b059de14c,I like someone but I don't know how to tell him tho😩😩😩😩😩😩
5/9/2018 15:46,65e7bd2af88f64ac9374d6a898da9238,This is why I call Colorado the mental state
5/9/2018 15:41,a09924951a27ff2d6a56989bffb0e721,Goodnight guys✌️
5/9/2018 15:41,ae1fd9bfda1558f2bdf82bb58337a014,Second and fifth hokage
5/9/2018 15:41,d7a15c52d2b5068e543881cbd83ad070,Shout out post to Sam<CM> lemme tell you<CM> she is the real MVP! Makin lifelong memories<CM> yall. 👑
5/9/2018 15:41,6cece94b36fe47a784c18eb1e6691d7f,Man it is funny  how u can have a job working hard  in Shit pay other people rent then get use for  bs going on fuck all that Shit.  Do I look like a  toy  I am not playing games with no one who thinks u better then them fuck that Shit.  I am a good person  but I am far from stupid  real Shit.  Mfs I am going to  be on top in time will tell.  U will see.  Fuck what mfs always thinking or talking about
5/9/2018 15:41,30f282eb6dce9dec3ba078dd791d8b94,Real Shit! When i tell you I love you<CM> I meant it<CM> Cause I dont Tell that Shit To Anybody And Everybody. So that Means you Are Special to me. But if you Are Human I will Tell you I love you No Matter Color Or Race. So that Counts 2....I Love Weed<CM>Music<CM>Intelligent Conversations or Something thats Leading Somewhere. thats Going Some where. Especially Realtionship Wise. I love to Chill And Vybe And Leave the Bullshit where its At<CM>But I also Love Time to myself to just think And Reflect on shit And Smile And Laugh While Im bumping Music. I love Blunts And Bad Women And I mean Bad As in That you Fly And Chill But Fine And Bad Af<CM>I only Date 7s and Up And If your Not A 7And up in my eyes then i wont Date you. True Fact<CM> Ik I may not be the Best looking Mutucka in the World But ik I Damn Sure Aint the Worse Either<CM> lol no where Near That. 1<CM>000<CM>000But I do be High AF Qnd Everythings Better when your High<CM> And My Problem Isnt That I Smoke To Much<CM>Its That I Dont Smoke Enough<CM> Kmdsl...Yeah..1<CM>000<CM>000..And I Wrote this Shit 2Some Music to just Fast Af Just Free mind Writing. Butt Yeah Thank you God.
5/9/2018 15:41,b7dbe59d599ab28d562f57fafa8a411b,Is that 50 piece chicken nugget shit from mcdonalds real. Or Mfs was bullshitting?😂🤔
5/9/2018 15:41,a01a396de471efd5df3a2ef977fd2589,It's been a while since I've listened to old country song
5/9/2018 15:41,b3881a50fa2fee113bb64efbf0e79802,Honestly imma stop following any serious American page... i cant trust it
5/9/2018 15:41,fb8aeba3c5773b604dbb46adc503bfd9,I mean if I was gonna I prolly would do it that way ♒♒♒♒♒
5/9/2018 15:41,c8a3d4669c88d5454cc01bb8d75ddbde,Wesley Snyder
5/9/2018 15:41,b513da0d07b1cbf08dbbdf811460604d,# best memories
5/9/2018 15:46,89497c0d92a55539fe16fe0f8044fe8e,<QT>I used to watch this just to jack off bro<QT>
5/9/2018 15:41,439ce0fcbeeb22b4b4724d15f5c9717d,I am complete. I am enough. I am worth it. May the Universe bring you plenty of blessings. 🌌🌙
5/9/2018 15:41,800b215dac5d5415e010300d6e49cf45,More like 2 steps forward and 6 steps back.  Smh.
5/9/2018 15:41,b0860604fb4c08bce67d36741f821530,Twin Splash Deonte Bozeman
5/9/2018 15:41,6ce054a5cec6cc2ff5ed5fc08f1a6722,Im usually like fuck you too buddy
5/9/2018 15:41,b05fb32a65c9f992e4993ac42ee16e55,There really needs to be more Dragon Warrior remixes in the world<CM> especially when the originals are some of the best pieces of music ever composed imo
5/9/2018 15:41,782b5978b0ac0525c0e4f70b848f1a46,How funny now I work here
5/9/2018 15:41,31c04cc0a9310ae4f784ec2684ca219f,We all got that one favorite movie that we watch like this!
5/9/2018 15:41,9663fc7d85dfe3d1104fddf6b8bcfb4d,Pretty much
5/9/2018 15:41,b76c3298e5f82c8530bb80954f33d9d1,Its times like these I wish I was able to read one mind only<CM> and thats my managers. Hahaha. Oh goodness...😓
5/9/2018 15:41,78559a97f4f0a18f47763cc3487feb18,Made it back to Prentiss last night  thanks sis thanks bro
5/9/2018 15:41,1775cbf7986d28d105f6921981d72c6c,When you waiting on a text back from Naiya but realize u didn't press the send button..😂😪😂😂😂😂😂
5/9/2018 15:41,b4932fe918c9f2482460f52375c966a1,Shittttttttt
5/9/2018 15:41,f39dd4c3cd49932218349ff4135b4bd7,These little dudes have my hart and it hurts right now as I travel home wow I miss u guys
5/9/2018 15:41,4477bd258ffabbe0e259587d0de777b1,Feelin' myself babes. 💜👑
5/9/2018 15:46,2b1b5beaaa48143f4c9edf625fde7feb,Omar bork al gala for ever my MCM. 😍😍😍😍
5/9/2018 15:46,8bda06c00a17f15b06b8c8e8c1f676f9,Ross Barels Christopher Markus
5/9/2018 15:41,258b7c30fc20dc7fa52f68d030375833,Stuck sittin here in my thoughts.
5/9/2018 15:41,c28566466c0a91e79a7816499cf64ffe,I don't know how much longer I have to go though this pain I don't even know if this life is even  worth living for I should of took my life a long time ago and now I have a chance to :(
5/9/2018 15:41,b5ab09fb20e1c421af15e9f7fee88b54,FREE BRO GOD 💯💯💯💯💯💯💯💯💯
5/9/2018 15:41,23df3c5384171e83ca654a82eecfa616,<QT>These Hoe's be sneaky. baby come on<QT>  👽youngfel👽
5/9/2018 15:41,8d6265d49416eb159ca15ebf7100bd0f,Apparently I'm Onix
5/9/2018 15:41,4ea82363768d170d62cd0dfd73ac3900,These 30 days needa hurry up  #JulyGang
5/9/2018 15:41,f169517e8cbbb15061d4d4c3c7be0593,Give me focus or give me death
5/9/2018 15:41,02a9ba560c089a57b3f651a3314bb4c4,Jonathan Rennie
5/9/2018 15:46,6400d37e660e90bfed1261081afef4b6,Damn it<CM> now I want to learn guitar...
5/9/2018 15:41,a6e2b903595a4a1552d34db631765ea4,copenhagen mint invented the lightbulb
5/9/2018 15:41,eff456d7b038fd2a7ee77bce84e88a26,You niggas playin catch up! My grill BEEN on froze😈😂😂😂😂😂😂😂😂😂😂😩😩😩
5/9/2018 15:41,c3a96283aa41c2140134847aa8445353,Slideeeeeee 😁😇 Picture Buddy
5/9/2018 15:41,412af2149c0d0f05cea05877d60ce915,Omg the last three days have been awesome trippen balls on acid for the last four days here soon I'll be adding some awesome photos
