post_time,post_id,message,First category,Second category
5/9/2018 15:41,002d41538bc4ce331becb4cd4cfdc392,I don't care who you are but if you not positive and i don't know yoi im removing you from my friends list <NL><NL>Im starting all over here in California,,
5/9/2018 15:46,002e622ca4cc6293a465a09699da795e,😂😂😂😂😂<NL>#Gucci<NL>#fdTrump,,
5/9/2018 15:41,002f699c1b802a17c828b33603ecfa49,One word..... ew,,
5/9/2018 15:41,002fec3348c99d3b117d9af91cdd5272,Jonathan Rennie,,
5/9/2018 15:41,0032651779d12b11096cd6b7570b3a5b,Midnight cypher.,,
5/9/2018 15:46,00332b47e80e6e965574675f34ea4a76,Fuck y'all sayin OH MY GAWD FOR?! BETTER SLIDE YO ASS DOWN THAT SLIDE & get ghost! Ain't got time for no acting scenes right now,,
5/9/2018 15:41,0041810113d6ba185e47e92a8bf23794,Congrats to the ole miss softball team for advancing to super regionals HOTTY TODDY,,
5/9/2018 15:41,00424715e25259e7f45b6ea6b1e1a0c4,When life is ripping you a new one<CM> but all you can do about it is laugh because  it's a fucking joke.,Sharing negative emotions/news?,
5/9/2018 15:41,00441f053f1ab3054bc84fab1ab00a29,Kool Kelly,,
5/9/2018 15:41,0044e91b8a71b88dd1db56dd2506c14c,There ain't no cuffing these hoes💯<NL>There ain't no loving these hoes💯<NL>They're all for the smash💯,,
5/9/2018 15:41,00459c8b4e4057562d02124b7f1a9a0f,Me<CM> Saba<CM> and my car made it safe and sound!,,
5/9/2018 15:46,00472da890b9f9743bb8c97ca70426db,Thankyoumyphonesbrokenafterthatdrumcircle,,
5/9/2018 15:41,004749bd48fba7bc999f97a039f10ae6,Yaw better wake tf up,,
5/9/2018 15:41,004b4cd1a5c46c58bab12dcbe4e3b645,Casey's Start @ 10.50 Bro Ima Have Fat Ass Checks 🅿️💸💸💸💸💸💸💸💸💸,,
5/9/2018 15:41,004e6678729f63479eddf478e478e0ad,Just got a job at the aquarium as a face painter im excited,Sharing positive emotions/news,
5/9/2018 15:41,004eba45a4140e32fd2724632eabc5bd,It's snowing❄❄,,
5/9/2018 15:41,0052ea5bb21d1645903c683778674801,Love  u... lick me all of you 😂,,
5/9/2018 15:41,00568b3d31e6590f666949e5cff75e1a,O a lot is on my mind,,
5/9/2018 15:41,005bf333c06a78887a03f8f2faaba124,I'm Convinced These Niggas GAY Ofn Grave . Y'all Niggas Get Out Of Jail . Then Go Right Df Back 🤷🏽‍♀️,,
5/9/2018 15:41,005c5551fe3099459c8d61d122992389,Still the same😘,,
5/9/2018 15:41,005ef626ba65f6a94b733173d27fa25a,Lemme be 💯 with you.? <NL><NL>Inboxxed.,,
5/9/2018 15:46,0065491007e49e251e6445258a29972c,Damn Ms. Obama is bad AF !!!!,,
5/9/2018 15:41,0065ff83ba2633716062f6b4bbed2cfd,My belly wants Chipotle but my heart wants to sleep for three weeks.,,
5/9/2018 15:41,006e701df29704c32303e82bd2f1faf3,Just got this job at King Soopers Deli. 10.50/hr. I think imma get tix to decadence,Sharing positive emotions/news,
5/9/2018 15:41,0074532cc8d60c428add44bb8cac3366,Yo vinyls poppin come thru,,
5/9/2018 15:41,0078664c39749d29480c9e6b52fcfc6b,Mis chi.,,
5/9/2018 15:41,007a88bdfb3b8d700ffdff71144c4cf9,Bacon Burrito,,
5/9/2018 15:46,00805798f26c42ccf5c81b8317ae4563,Happy Birthday mom.,,
5/9/2018 15:46,0080d61f12209c28d703503359fe193e,Kevin Walblayze,,
5/9/2018 15:41,00810453260fff00d16509407154fe28,When I was so young before I could remember<NL>I would always treat my gang like family members<NL>Even when the changing nigga never changed up<NL>I always bring my friends<CM> my friends up<NL>DORM Two🔥😍😍💦,,
5/9/2018 15:41,0084a6d372eb6f371b50c2d43b0b80ff,This video is the shit hah,,
5/9/2018 15:41,0089c98ff1d5059493401bf384cadc10,Cleaning and organizing shit in the empty space<CM> then sparring at 6 😀,,
5/9/2018 15:41,008b35096a3571a50525dbaa7b88db83,I have been a bitch lately  to Mfs shit niggas play to much in when it time for me to come out then a Mfs thinks I am rude well stop doing  dumb as shit than.,Confrontation?,
5/9/2018 15:41,008f04acd3fb6a14fc17b47d07160e55,Super bowl 50 Champs 🏈🏈🏈,,
5/9/2018 15:41,0091feffd32a3767c894a897299b0497,i feel so clean and safe <NL><NL>i'll be off to bed soon!<NL><NL>you all be safe!! <3<NL><NL>good night guys,,
5/9/2018 15:41,00962860f27df979e04661c9d2e12bd0,Mane stay begging this lil boy my everything he the one that always have me smiling the one that I'm striving for I love you andre😍😍😍😍😍😘😘😘😘😢💕💕💕💕💕his mouth so hot 😂😂😂,,
5/9/2018 15:41,0097c87cad93324f5eebe01ea4b18a9c,Work just offered me 30 extra hours because of circumstances.  I feel bad but I will take that extra 30 hours. #lovemyjob,,
5/9/2018 15:41,009d7fe30598845f7c54e6854ce5e7b3,damn that sucks<CM> i have to wait for 8 to 24 hrs before my sim will unlock,,
5/9/2018 15:41,009f913124a365ee104124e3e1333085,Ironic asf,,
5/9/2018 15:41,00aaa134f96c9d8cb51a3a7a9e0d66bf,What is my purpose...OH MY GOD,,
5/9/2018 15:41,00ab993f552d32d6c143da67f36fdce2,very cool,,
5/9/2018 15:41,00b358da74d55d188d82874db8c7c2f9,Why does this remind me of Bml Rogers,,
5/9/2018 15:41,00b632b6dee1dc0b4c4cd07b687b45e7,💜,,
5/9/2018 15:41,00c016b999ba47ead488980510d088c7,Thank you Kali Scherer XD,Sharing positive emotions/news,
5/9/2018 15:46,00c32210f3e49801904727876dfe2e56,<QT>Unfinished biznezz<QT> tbc.,,
5/9/2018 15:46,00c3de79430f8a2eb61823015696d3e2,Alexandra Simon this is so going to be us in the future,,
5/9/2018 15:41,00c617d403f565e04a7a849faf1a69c6,You told me I can live in rocket space? I might have to do such a thing,,
5/9/2018 15:41,00d24c9f941965dea0d7c0a9bf8c0bf4,Four 12's in the trunk go .. Bang bang,,
5/9/2018 15:41,00d6d16378a0ae313747e6cbb8378739,Everything's right on track feeling real good about this now just gotta get a job set up in denver before the move and I'll be good to go but I cant get my hopes up to high ...,,
5/9/2018 15:41,00d81dda9ab28fbd54db4ddf7f1a7468,All if the above adventurer!,,
5/9/2018 15:41,00d98464527c8e1124774676774cf816,Tyriyonna Charlot 😂😂😂😂,,
5/9/2018 15:41,00da70519581f8317c29fcdb379cf4a7,Cool,,
5/9/2018 15:41,00db06be46c662ae2523ef4a14811ad3,Ayeee,,
5/9/2018 15:46,00ea80982ccc9f4e330264de5b7bce61,Ready to work!! Morning my Peeps!!!,,
5/9/2018 15:46,00ee5e2de23b90f1a56159d4926b8cb2,guys this shit exists<NL><NL>life is awesome,,
5/9/2018 15:41,00f1a8ec83b60f71c60cf645ecadb826,Spilled today on the skateboard again smh. Now my right hip bout to be sore asf<NL>#tryagaintomorrow,,
5/9/2018 15:41,00f8fccdfaa3484392a7a10944e42cab,I want a baby 🍼,Expressing wishes/needs,
5/9/2018 15:41,00f903750a4fc3ea9ab95c5fd5a78942,🙄😒,,
5/9/2018 15:41,00f95c200d657f3b7733208299339fa9,What do you need<CM> bud?,,
5/9/2018 15:41,00fd759a2c99e918bef0ec51e37d960e,My baby always laughing at me,,
5/9/2018 15:41,00fdcc7a9df832a7b0e49027a36be711,So tell me why she start hitingme and want to brake up with me and i literally didn't do a dam thing,,
5/9/2018 15:41,00feafb8a87fce0b4ddd280fd1a1ab3c,Tyriyonna Charlot  😍😍😍 his voice!!,,
5/9/2018 15:41,00ff4f95f02d2f5695eb5844c97b020f,Do I even have a home? I think I'm just a nomad<CM> cause I just go where I need to go<CM> but I always have a place to go,,
5/9/2018 15:46,01004981d14fe4cdc3928d8a34a709c4,Remember that shit like it was yesterday!,,
5/9/2018 15:41,01004a3c6c3445480e6578b13a2d2a1d,They forgot German<CM> Scottish<CM> British<CM> Italian<CM> and Native American...and I'm mostly German (3/8ths to be exact).,,
5/9/2018 15:41,0105f8c36b381f4d8dbba3e2fb3607f4,My haters gonna be happy,,
5/9/2018 15:41,0107c3c29f6fb9f74d7ccf4a8b735f5b,Who Tf the mama lol,,
5/9/2018 15:41,010900788f0beaaac80e6b7e77b9f324,Ayeeee,,
5/9/2018 15:41,010a74aa328ad326a9f4c5f8cc8f2db4,Featuring tonight's Conceded dick,,
5/9/2018 15:41,010cdf7043da71b961c270b55a297b09,Life rules. You follow it by the way you are guided towards.<NL>But it rules like no other.,,
5/9/2018 15:41,01134e4ba31af8b60521e79f909cdc6c,the ice cream,,
5/9/2018 15:41,011c80c067445f79b094f95df6fdb0e6,Lance EnochAaron when & what city yall tryna link? i miss my boys,,
5/9/2018 15:41,011fa2b6d525401eef6b6966a57bd839,I need that money like that ring I never want.<NL>💜,Expressing wishes/needs,
5/9/2018 15:41,01208f0fcdd0e09d0d677a7407fab978,I'm tired,,
5/9/2018 15:41,0124669dd0925fb0f0456e594d2870da,These bitches got me week as fuck,,
5/9/2018 15:41,01275a3f3bdcc1e37ffedb17fecf4566,So<CM> after god knows how long<CM> I'm finally getting new glasses. They will be ready by next Thursday. FINALLY! No more 3.5 year-old trash sitting on my face. Oh<CM> and the current glasses broke this past Saturday<CM> so I'm even more pleased to be getting new ones.,,
5/9/2018 15:46,01291ea361d05a475eb5441d744241fa,Damn dont steal from women in the atl,,
5/9/2018 15:41,012a9d40618cc64e37b7804dd2b92518,I am Proud to have myself. 💜,Sharing positive emotions/news,
5/9/2018 15:41,012e3904d2105d64b9fd8395f9f93be6,😂😂😂😂😂😂😂😂😂😂😂😂😂😭😂😭😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Mane Look<CM> If We Having A Sexual Conversation And you ask To See My ****<CM>And I'm Like Aite<CM>kmdsl<CM>Don't Be Surprised<CM> When I say Aite<CM>And then Look at me Like I'm the Bad Person Cause I Said Yeah<CM>...Shit... You know freaks Come out At night<CM>And damn it I'm one of them<CM> And plus<CM>Thats Yo fault<CM> Like Shit you Asked To See the Almighty Meat😂😂<CM>So..💁WTF<CM>AND Don't Be SURPRISED when You Wake Up 2My DP<CM> 😂😂😂And Fuck around and Find that mufucka As Your Screen Saver<CM>Like<CM>Honestly On the Real<CM>It's Explicit<CM> And Savage on my side<CM>So If you Thinking<CM>Like<CM> Selebetsy Exist over here<CM>Then Your Clearly Talking to the Wrong Person!  Don't Talk About it If You Ain't gone Be About it<CM>PP's And TP's And AS's(ASS Shots)! Cause if So then I don't want ya! And I only Accept<CM> And Mess With Bad Females<CM>So if You Ain't one them<CM>Then Don't Possibly Expect to Wrap With Me<CM>1000<CM>I Have no Shame in my Game What So Ever!And You Gotta Send me Sum<CM> Then I'll Send you Sum! Fytb! Cause You Looking At A Billion   Dollars When you Looking At me Period<CM>And I don't Do That Screen Shooting And Exposing Shit! Thats immature And Lame AF<CM> In my Book! I'M to Damn Old For it! And So Are You!1<CM>000<CM>000,,
5/9/2018 15:41,01301a303cf34eac417c148a4cb74a23,this little guy was stuck on the bottom-right of my homepage. A little cross-site scripting and i have a new background 👏🔥👏🔥,,
5/9/2018 15:41,0130c5e263f8cc7c4b2cd488bb78b1bb,Lol👌💯😂,,
5/9/2018 15:41,01310bb5853c64d1b4f47bfe51ad082a,Dude its slow tonight,,
5/9/2018 15:41,0132764a9dfce92e8a875828bfdf112d,🙌,,
5/9/2018 15:41,01338e107c20b9fb487e84f8939c68d8,We from the same city.. so this don't mean shit 😂😂😂😂😂☠️☠️☠️☠️☠️☠️☠️✔️,,
5/9/2018 15:41,0133b9f1c3447e888e1291a1bf570d95,Texas never ends!<NL>#letspleasegetoutofthishugestate,,
5/9/2018 15:41,0133f05a31c857647c79999a8fa688e4,Can someone help me tow my car to the shop?,Instrumental help seeking,
5/9/2018 15:41,01350456cc7f51bdcfc75657dd0247ba,Y is he back agin,,
5/9/2018 15:41,013af33f8fee278dc869798ad4af0a2b,😇😇😇😇,,
5/9/2018 15:41,013cbd48810204e8c60c95ed712f0a02,So just found out about suicide squad<CM> im on some kind of stupid excitement!,,
5/9/2018 15:41,014150048cd52acfd64ab8459f7d5e6c,I know my worth and i deserve better so with that being said Im Done✌,,
5/9/2018 15:41,014655cdcd8411bfc136a5a01064aa33,BandMan Mall🔱😈,,
5/9/2018 15:41,01479e418eeff2322d33800a999bc27e,Bad thing fine as hell thick as fuck omg that's my baby Caroline,,
5/9/2018 15:41,01483bd74e7e96ec5eada5d25adc23d0,This For Everybody WhoEver Doubted Me😂😂😂😂😂😂.<NL><NL>Thank you😭😭😭And Fuck You<CM>And May The Lord Bless Yo Fuck Ass.😂😂😂.<NL>4Real<CM>With Yo Fuck Ass.😂😂😂I Been Chosen<CM> And Turns out I Been Going Threw Hell And Dealing With Fuck Shit<CM>And Dealing With All These Fake<CM>And Fuck Ass People And Informitives<CM>And Some More Shit. And Turns Out<CM>Its Because I was Chosen.....😑😑😒😒...<NL>😭😭😭👌✋👊👏👏👍. Hahaha! And It Was All Worth it.😂😂😂😂Im Chosen.😭😭😭😭😭😭😭. I knew it.😭😭. And You Will Soon Enough.😭😭.😊😊😏😏😏😏😏.,Confrontation?,
5/9/2018 15:41,014ec17a82beba1e315713d11565fb20,Mfs just got put on do not disturb for that shit. Fuck I look like 🤔,,
5/9/2018 15:41,0155d690c0a68bfbbd2167ab24598c46,Get you a white boy that can cook<NL>#eggsandpie,,
5/9/2018 15:41,0156a7ed621ec6335713355f8fe719a1,I want some shrimp..,,
5/9/2018 15:41,0157d2d53b633af316fd685438a968a9,can't we?,,
5/9/2018 15:41,015dfd5503a1807f6aefe7ea0a12480c,I got the best boyfriend in the world!,,
5/9/2018 15:41,01614af2fceb38827de5e6834bb4b2e0,Going to work,,
5/9/2018 15:41,0163c8f81e26313caf5a22a9285987d2,If this is true<CM> why do people think I'm anywhere from 10 years old to 15ish?<NL><NL>An eight year old has thus far been the closest to guess my age<CM> and she thought I was <QT>about 18?<QT> when she guessed. Where the hell is this analysis getting 22?!<NL>#nametests,,
5/9/2018 15:41,0164717da69d7adcb91a6a7e3556b6c0,No relationship 😃😞😝 means more basketball 🏀 for meeeee😁😁💯™,,
5/9/2018 15:41,016aaf7e01936ad6deb0b5f1888acfd8,I fell into the snap chat shit,,
5/9/2018 15:41,016d467c7cf2e6bbb3d4016c6717a390,BIG on a CIG😂😂,,
5/9/2018 15:41,016fdf81fb10d25aa1b43db50de30d97,Finally got this in the mail,,
5/9/2018 15:41,01721187aa250da92472f326e8acad94,I've got pull like a tampon string <NL>Stay up in the pussy like a nuva ring<NL>And she stay blowing my phone up it go ping ping ping<NL>I see them horns girl you don't fool me with them angel wings,,
5/9/2018 15:41,01791ef8d8023fc09a69f7b7f3c60d81,Its sad seeing someone with so much potential waste thier life on a piece of trash.,,
5/9/2018 15:41,017cd8cc68d334d345252945a83b10af,I got new legons 😍,,
5/9/2018 15:41,017eff2b1a1d4cbce4e2b9523bbb705a,When your mom brings home pizza and chicken nuggets!!!,,
5/9/2018 15:41,018511336bd815dab788f9209f6a94b7,I want the camo  jacket,,
5/9/2018 15:41,0187d7baf30b46c1766d87135f447b7e,So many! Lol,,
5/9/2018 15:41,0189f4c396ebae9b5a78b40268421bb6,It's 1:30 in the morning<CM> and I'm on facebook scrolling<CM> for some funny videos to watch. Oooh yeahhhhh,,
5/9/2018 15:41,018a4a9127046edcb308f3f6de45a079,Wiz Khalifa<NL>#rollup,,
5/9/2018 15:41,018d0df7969746f4a737af74ebb45494,Cold,,
5/9/2018 15:41,018e21346f96ad441a78fa907ac65e31,A few weeks old<CM> but we still look cute! 👑,,
5/9/2018 15:41,0198da87a0cf2c129d406518618e61de,The shit you say u do.. ya own guys said u lying😂,,
5/9/2018 15:41,019907c06afb33c97dcecba85fa4930c,play bo3 with me pleb,,
5/9/2018 15:41,01997087be82ffdfca6455261f5fc3e7,Caught Another Case Hitting A Bitch In Her Face/Head Wit A Metal Cigarette Disposal Top 👿😂😂 Mfkas Blood Was All Over My Hands N Shirt Smh Police Came N Instantly Knew I Was The Aggressor SMH How Fucked Up She Looked . I Almost Killed The Bitch 🗣😭,,
5/9/2018 15:41,019c77fb562fba6bf12dd9fca85bdb84,Zorro,,
5/9/2018 15:41,019f71f1b9f4779b9e30b373a5506a52,Phukk my life,sharing negative emotions/news,
5/9/2018 15:41,01a4367d3c7b4ff60f59b464963ea302,Takes time,,
5/9/2018 15:41,01a4577aea56eb4ee9c4031d3df27ea7,Ah nope,,
5/9/2018 15:41,01aa8466892f59adddbf2be367deffe9,I need a model for this Up'N'Down video I'm shooting when I get back to Denver??,,
5/9/2018 15:46,01abec6fca797de4bb4b0644dc509715,This is gold,,
5/9/2018 15:41,01b06790d3b1d8b52b955bd91c0df9f5,Jaja makes sense,,
5/9/2018 15:41,01b2065ae3da10edd48f8a7eeb757e43,Lol how is this so when u cheated! 😂😂😂,,
5/9/2018 15:41,01b3e2103cd9f1cdab5be387b8e6778e,Ughhh I hate this,,
5/9/2018 15:41,01b710c0bf1bb34b0ee396d2dcff6fa7,in a relationship i think my biggest flaw is that im extremely needy & sensitive<CM> i constantly need to feel the love or ill assume it's gone,,
5/9/2018 15:41,01b82177fbac173baa47252ae4409aa6,Daaaaamn!! Yooo Vegeta Savage 1<CM>000<CM>And They Need to find Head And Bring This Zenkai Battle Royals 2Console 4Real,,
5/9/2018 15:41,01c295072e25771248d62b2f77f8919f,I love that i got both types XD,,
5/9/2018 15:41,01c6692de9fbc961773eda6afd7ab9d1,#NowPlaying Hurt by Johnny Cash,,
5/9/2018 15:41,01cb9f8ff32b33bab6b4e32716034134,Noah 😍😍😍,,
5/9/2018 15:46,01cf4e146028e8b41b6a5b2fb37b7623,Here yall go.. lol GO Crazy <NL>,,
5/9/2018 15:41,01cf6f2eaeed4c7d92ae00b86ba54cf3,BoogieButt 😍🐻,,
5/9/2018 15:41,01d0a9e249359086ab65c9c2fb2d491f,Imma get that Grammy sonn. Fuck your magazine.,,
5/9/2018 15:41,01d4be28bb615befc3b41eb7e91dc70c,Who got ⛽️,,
5/9/2018 15:41,01d63457bf968f72f31ddcdb2886cb1b,I was the Juelz Santana of denver 2013-2015 #FACTS! Young nigga not even legal but was EVERYWHERE. i dare a mf say im lying,,
5/9/2018 15:41,01d69a057da21b0db752448bf5a43c94,I just want to thank everyone right now! We are winners!,,
5/9/2018 15:41,01dbc4603a64c4fcabcb7a7dcdee4a0a,Youre number 67 on the periodic table of elements ��,,
5/9/2018 15:41,01dda11ec7c0893d9fb1ed78d4939290,Somewhere over the rainbow there's a man who's powerful and he wants u to know when the rain goes after pain goes they'll be wearing Halos <NL><NL>-Todrick Hall st8 Outta OZ 😍,,
5/9/2018 15:41,01e12243afa7ad1e1e8cbf4be6a6b14d,I love this look,,
5/9/2018 15:41,01e180f70b93960e0cc0d039441a4a2f,Games ain't funny when a nigga isn't playin.💯👿,,
5/9/2018 15:41,01e6944a3903a76a2ce7953cd8541aa6,Yeah<CM> were gonna smoke a doobie and hopefully chicks will show their boobies.👽🌲😸,,
5/9/2018 15:41,01e7bdbdbb3f858746bf554c3df56463,I'm bored as fuck right now<CM> and never get anything on tumblr<CM> so here's a thing. <NL>Ask me anything<CM> sexual<CM> personal<CM> etc. And I'll answer honestly.,,
5/9/2018 15:41,01eb35d30f7a381561523bc8e27322b9,My son has finally came March12th2016 !!! Ilove my son so much he is my everything my world!! He is a JR yes named after me my son will be sitting on top with me and never fall off what he wants he will get best believe that !!!!!,,
5/9/2018 15:41,01ede561fc65d9eb29a8eedb37e0806b,I am breathless<CM> taken even a story of man a rap legend<CM> I loved the move,,
5/9/2018 15:41,01f0f05edabe5467f90e2d6f1cbb8ce4,Got a lot of shit on my mind sometimes I wonder if I just need tattoo therapy,,
5/9/2018 15:41,01f3087cdf7e92ec5b3973f681830fea,Worst fucking new years ever.,Sharing negative emotions/news,
5/9/2018 15:41,01f48629cff9780452a0dc4889619edf,🍄👽🍄,,
5/9/2018 15:41,01f67e172255d10f8414ca0f982fc6c8,Nathan Rockwell,,
5/9/2018 15:41,01f858d3d14d865dcedc3489b012024d,😌😌😌😌,,
5/9/2018 15:41,01f99ec18bb7b7853a2af987b3da0e54,Loving this all in one social media app cause now my phone doesn't blow up all day with your stupid drama,,
5/9/2018 15:41,0201bbf6f6c2f5aeee06730458b83e6d,... Always made with love! 😂💜,,
5/9/2018 15:41,0204180009ce0f0a02311c5e4b03b639,Fuck it. it is what it is..,,
5/9/2018 15:41,0205557c044c3c6902d045acbc3571d8,I wish I had friends 😟,,
5/9/2018 15:41,0208e023d8a96efefff49c5d340f2240,I want a girl who is still down to go to elitches & be the type to do anything from working out to being the kids we used to be.,,
5/9/2018 15:41,020bdd64982a7149869c372ed9aca457,Me and mine man need a place to stay piz help us,Instrumental help seeking,
5/9/2018 15:41,020f5d2003414b22adf2041a4b3ca510,#teamlesnar 100% Lego baby,,
5/9/2018 15:41,0210b740126b787d7e921bf0238be76f,Technology is a dream killer. Can't dream if you don't sleep,,
5/9/2018 15:41,0213c2ded20298de0b3900d90b4f1e9c,Vanilla dutches all day ervy day,,
5/9/2018 15:41,021467d24ce377a77d66a21b27da11e6,All god damn day my phone was blowing up with happy birthday shit<CM> nobody wanna hit me up all year fuck out my inbox on my birthday then too,,
5/9/2018 15:41,021581aa1d35ec70fac5c335eeccaa25,Smoking stress till i stop my chest,,
5/9/2018 15:41,0218e03cd065f6fc10656fab1245074d,Another one bites the dust #welcometohoustonmotherfucker,,
5/9/2018 15:41,021f6cd0d23df19c6353b8e013971472,Me right now frfr,,
5/9/2018 15:41,0228b382f8a36ffbdce9b81645be1676,These Bitchs out here are dumb ass fuck I swear on my life they are fake no good Bitchs . I have a man who works his ass off to make me happy n works Mon -Friday. So I am always going to have a home a job n a man n my son fuck that in what people say about me I give no fucks at all.,,
5/9/2018 15:41,022c9b14e757733f0a9b06c64569e4ff,Wow people acting really fuck up as much as I do for others people think I am a bitch but I don't fucking care I am tried of helping people out no ones looking out for me,,
5/9/2018 15:41,022d7c5ef7caafec6e4392b224145c3a,Can someone infuse weed with nicotine so I can quit smoking cigarettes,,
5/9/2018 15:46,0232dfaf3249a126927276107a149697,Fanny pack fer lyfe,,
5/9/2018 15:41,0234324b004a09c24f8f4f296d71be0e,So I took my last Final who's going to join me on Thursday @Tracks to celebrate,,
5/9/2018 15:41,0238f1267667dc4c8d558c906aa3633f,Thought I would be dead sleep from work today. Haven't even slept a wink. Ain't this about a bitch,,
5/9/2018 15:46,023d0813e399de9dcfd0a097ac08db72,I need this,,
5/9/2018 15:46,023de648e61ad82a830913fdf745ae4c,He doesn't need a filter to be cute!,,
5/9/2018 15:41,023e94e11886e22eea3e7e2d937bc071,Haha how I be with my baby lol ♡<NL>Russell Hughes,,
5/9/2018 15:41,023f8d91296d2d7e81e5f9afe3243eda,Oh the feelers.,,
5/9/2018 15:41,024134512bef3d62cecb276f8c2cf001,To all that help me out or even tries <CM> thanks a lot I appreciate everything anybody does .,,
5/9/2018 15:41,02415bcf034b22394c73a5100bd356f3,I was about to react to sumn.. but then that would look like Ima hurt ass Nigga.. 😂😂😂,,
5/9/2018 15:41,0242335bcc756926191e910a110db5c3,So my GPS is saying I should be in Colorado springs at 2:45pm tomorrow,,
5/9/2018 15:41,0243f6f79d9d4dc1f0fbb82ca9b4ce4c,Feelzgud. Made it to Denver<CM> CO. Positive.,,
5/9/2018 15:41,02464c79ec89b94debccdc6173835ee6,real shit,,
5/9/2018 15:41,02470624c252a1987f18d294eda43915,To all my friends and family<CM> I wish you a fun<CM> happy<CM> safe<CM> and responsible 4th of July :),,
5/9/2018 15:41,0249474b418c7d085744aec89c6a2ab7,New phone number hit me up for new number,,
5/9/2018 15:41,024b7e7209185c9af8c6a59c2528a354,I'm exceeding maximum friend requests rather fast and I'm already close to 5000 friends on this and I only made it 2 months ago so I'm gonna make a new account called The Hustle soon and marry my main account with it if you get the joke but i'm still deleting this account if I get hit on by another prostitot,,
5/9/2018 15:41,024dae72e55e66c56a894998c9fb8809,Got a new phone today,,
5/9/2018 15:41,024f90deb2f795fd27947e46d4386dfa,Size-12. If you want them hmu. Selling for low. Never worn. I got them cause they were sexy..,,
5/9/2018 15:46,025272c037d25b8fbce917f294c9fc9d,THE WONDERFUL TIGGAMUFFIN HAS  AWAKEN 😘😘,,
5/9/2018 15:41,0256c3b5bea7214465e83f110ca1c527,Si'l vouz plait don't you hate,,
5/9/2018 15:41,0257891a3cc184975fde90825e1851e0,I got the job!!!!,Sharing positive emotions/news,
5/9/2018 15:41,025a3187e2106928ccfdd4d4e892ca17,Ugh I am going back home from work to three drunk boys. My Boyfriend and his friends. At least I have pizzas to keep them quite and occupied for the night. And at least I have worked till closing today. At least I am supporting on the food. Guys love food lol.,,
5/9/2018 15:41,026fb1c2a6d9392e8e7f4ac52d927c26,Anybody that know me know I got a weakness for chocolate chip cookies 😩 I can eat them shits ALL DAY,,
5/9/2018 15:41,02707d5e5b3df15bc66749bbb669159a,I need some tacos asap,,
5/9/2018 15:41,0275bee766975ed0e6d4b406e63dc14b,Ah the joys of budding pre-ap student,,
5/9/2018 15:41,02769eb6c0f5448beccf735539282262,Ill rip your fucken throat out,,
5/9/2018 15:46,027e59683d7b13203149ca797a06234e,Let a nigga get a shorty like this ian lettin her go on baby,,
5/9/2018 15:41,02821fa481f4f587d54b920f211ef952,Volumes my dude...,,
5/9/2018 15:41,02892357fd6a0c24d241a046a12c720d,I love oatmeal.,,
5/9/2018 15:41,028bfaa1390ac6f2ba9668a8f9336c93,I don't understand... It's been 5 fucking years.,,
5/9/2018 15:41,028e9a194aa6673f051112796f781d86,Collect two more Nazi scalps.,,
5/9/2018 15:41,0293b1005b5a7570544972073ef3446d,well its official i have a twitter account now....pm me if you want to follow me,,
